Ordem,NIF ,Nome ,E-mail,URL 
1214,510560970,"CLÁUDIA CRISTINA BENTO - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",cbento.altodosmoinhos@metlife.com.pt,
1215,507722060,"SNQTB SEGUROS - MEDIAÇÃO DE SEGUROS, LDA",susana.mendes@mis.pt,
1216,506210685,"GABISEGUROS - MEDIAÇÃO DE SEGUROS, LDA",geral@gabiseguros.pt,www.gabiseguros.pt
1217,513599657,"CARINA RODRIGUES, LDA",crodrigues.caldasdarainha@hotmail.com,
1218,510478611,"FRADE SEGUROS SOCIEDADE DE MEDIAÇÃO, LDA",fradeseguros@sapo.pt,
1219,505932008,"ARIA - MEDIAÇÃO DE SEGUROS, LDA",armanda@numerario.pt,
1220,517464551,"DEGRAUS ANÓNIMOS, LDA",raquel@raquelfonseca.com,raquelfonseca.com
1221,510703259,"MEVI - MEDIAÇÃO DE SEGUROS, LDA",geral@meviseguros.pt,www.meviseguros.pt
1222,505399903,"MJR CORREIA - MEDIAÇÃO DE SEGUROS E SERVIÇOS, UNIPESSOAL, LDA",geral@mjrcorreia.com,www.mjrcorreia.com
1223,515462071,"COORDENADAS CONVERGENTES - MEDIAÇÃO DE SEGUROS, LDA",geral@afelicianoseguros.com,afelicianoseguros.com
1224,504562037,"SECURIFÉNIX SABSEG - MEDIAÇÃO DE SEGUROS, LDA",geral@sabseg.pt,www.sabseg.com
1225,516366564,"DIRETRIZ GENEROSA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",carlosmorgado@portuseguros.com,
1226,517322269,"FERNANDO VÍTOR ALVES COMSEGURO, LDA",,
1227,513294422,"RUI MANUEL MONTEIRO, UNIPESSOAL, LDA",rmpmonteiro@gmail.com,
1228,503813397,"MEDILIMA - SOCIEDADE MEDIADORA DE SEGUROS, LDA",geral@medilima.pt,www.medilima.pt
1229,510102476,"INFORREI - MEDIAÇÃO DE SEGUROS, LDA",seguros@inforrei.pt,www.inforrei.pt
1230,513813039,"JOSÉ PEDRO CAMPOS, UNIPESSOAL, LDA",josecampos.fidelidade@gmail.com,
1231,514034386,"TRUEYELLOW - MEDIAÇÃO DE SEGUROS E CONSULTORIA, LDA",geral@trueyellowgroup.pt,trueyellowgroup.pt
1232,517860554,"IBEROSEGUR, LDA",,
1233,510505376,"CARLOS MATEUS - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",seguros@carlosmateus.pt,www.carlosmateus.pt
1234,508121434,"J.PEDRO - MEDIAÇÃO DE SEGUROS, LDA",,
1235,508128650,"MONERIS SEGUROS - MEDIAÇÃO DE SEGUROS, LDA",info@moneris.pt,www.moneris.pt
1236,516133560,"EQUILÍBRIO DISTINTO, UNIPESSOAL, LDA",,
1237,515823392,"RUI MARCOS MONTEIRO, UNIPESSOAL, LDA",rui.a.monteiro.seguros@gmail.com,
1238,515158992,"JORGE POMBO ABREU, UNIPESSOAL, LDA",jorgepombo.seguros@gmail.com,
1239,503038598,"CUNHA MACHADO, LDA",geral@cunhamachado.pt,
1240,508377951,"LUIS VINHAS, MEDIAÇÃO DE SEGUROS, LDA",lvinhasseguros@gmail.com,
1241,513030034,"ANA BENTO & DAVID - MEDIAÇÃO DE SEGUROS, LDA",ana.teresa.jorge@hotmail.com,
1242,505463920,"PRINCIPAL - MEDIAÇÃO DE SEGUROS, LDA",josecastrojorge@principal-seguros.pt,www.principal-seguros.pt
1243,501219501,"BROQUERAJE - SOCIEDADE CORRETORA DE SEGUROS, LDA",broqueraje@broqueraje.pt,www.segurosbroqueraje.com
1244,515536458,"CAREMUT - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",rochaalves@sapo.pt,
1245,515245887,"HUGO LIMA LOPES - MEDIAÇÃO DE SEGUROS, LDA",hugolopes24@gmail.com,
1246,513703039,"ARTUR & SÓNIA SALGADO - MEDIAÇÃO DE SEGUROS, LDA",artursalgado@as-seguros.pt,
1247,514710446,"ON MEDIAÇÃO DE SEGUROS, LDA",geral@onseguros.pt,www.onseguros.pt
1248,506271854,"RUIAMA - MEDIAÇÃO DE SEGUROS, LDA",geral@ruiamaseguros.com,
1249,508827361,"RUI BRANCO - MEDIAÇÃO DE SEGUROS E CONTABILIDADE, LDA",ruibrancoseguros@gmail.com,
1250,507238311,"AVBSEGUROS - MEDIAÇÃO DE SEGUROS, LDA",fernanda.pereira@avbseguros.com,
1251,510722350,"LUIZ MEGRE BEÇA SEGUROS, LDA",luiz.megrebeca@melior-seguros.pt,
1252,503284556,"USA SEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",geral@usaseguros.pt,www.usaseguros.pt
1253,506037533,"BRANOR - MEDIAÇÃO DE SEGUROS, LDA",,www.branor.pt
1254,510631070,"ENOUGHNUMBERS MEDIAÇÃO DE SEGUROS, LDA",,
1255,516263021,"FAISCA - MEDIAÇÃO DE SEGUROS, LDA",joao@faiscaseguros.pt,
1256,503376787,"VIP - SEGUROS - SOCIEDADE MEDIADORA DE SEGUROS,UNIPESSOAL, LDA",geral@vipseguros.pt,
1257,514295228,"JOSÉ CORREIA MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1258,514139293,"APOSTASEGURA, UNIPESSOAL, LDA",ajcl24@gmail.com,www.apostasegura.pt
1259,509739610,"MARIA VITÓRIA PINTO - MEDIAÇÃO DE SEGUROS, LDA",mvitoriaunip@gmail.com,
1260,505759187,"MONDEGOSEGUROS - MEDIAÇÃO DE SEGUROS, LDA",mondegoseguros@sapo.pt,
1261,515417513,"ABRAÇOS DOS AVÓS, LDA",gomescac@gmail.com,www.abracosdosavos.pt
1262,503433292,"S. M. S. - SOCIEDADE MEDIAÇÃO DE SEGUROS, LDA",seguros.sms.seguros@gmail.com,
1263,504334255,"LIMAS - MEDIAÇÃO DE SEGUROS, LDA",lima.mafalda@gmail.com,
1264,516847880,"RITMO FLEX, LDA",nunommourao@gmail.com,
1265,510916104,"BENASEGUROS - MEDIAÇÃO DE SEGUROS, LDA",geral@benaseguros.pt,www.benaseguros.pt
1266,508931142,"SOBRE SEGUROS, MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1267,508573912,"RUI SOUSA & SOUSA, SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",ruisousa-seguros@sapo.pt,
1268,510446108,"RENOVAÇÃO CERTA - SOCIEDADE MEDIADORA DE SEGUROS, LDA",renovacao.certa@gmail.com,
1269,509600530,"JABOP - MEDIAÇÃO DE SEGUROS, LDA",fidelidadejp@gmail.com,
1270,504192663,"2007 - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",2007seguros@sapo.pt,
1271,510022286,"QUESTÃO FUNDAMENTAL - MEDIAÇÃO DE SEGUROS E SERVIÇOS, LDA",correio@questao-fundamental.pt,
1272,513688943,"MIGUEL & BELLES - MEDIAÇÃO DE SEGUROS, LDA",miguel.belles@sapo.pt,www.miguelbellesseguros.com
1273,504441787,"SEGURTEMA - MEDIAÇÃO DE SEGUROS, LDA",geral@segurtema.com,
1274,516221213,"MEU SEGURO, UNIPESSOAL, LDA",,
1275,514977418,"2830 INSURANCE - MEDIAÇÃO DE SEGUROS, LDA",alexandrafernandes@2830insurance.pt,
1276,509920063,"VÍTOR NEVES CARVALHO - SEGUROS, LDA",carvalho.victor@hotmail.com,
1277,514658304,"TERESA FAUSTINO - MEDIAÇÃO DE SEGUROS, LDA",terfau@gmail.com,
1278,504441620,"FPT - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",terraprazeres.geral@gmail.com,
1279,514389788,"FERNANDO C. M. MELO, UNIPESSOAL, LDA",mseguros@sapo.pt,
1280,513363246,"LUÍS CARREIRA - MEDIAÇÃO DE SEGUROS, LDA",luisccfilipe@gmail.com,
1281,513585346,"PAPEL OPORTUNO, UNIPESSOAL, LDA",,
1282,517126907,"E-SURANCE - LUÍS ALBERTO FERREIRA, UNIPESSOAL, LDA",seguros@agente.pt,www.agente.pt
1283,510923178,"GERAÇÃO EFICAZ - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1284,509619819,"MEDIADOR DE SEGUROS, DN, DINARTE NUNES, UNIPESSOAL, LDA",,www.dnsegurosazores.com
1285,504630261,"J.T.M. - MEDIADORES DE SEGUROS, LDA",,
1286,516001493,"ÓSCAR AMBRÓSIO SEGUROS, UNIPESSOAL, LDA",oscar.ambrosio.fidelidade@gmail.com,
1287,510476279,"SÁBIAMATRIZ, LDA",sabiamatriz@sapo.pt,
1288,510869491,"CARLOS GARCIA - MEDIAÇÃO DE SEGUROS, LDA",,
1289,504976419,"S.L. - SOCIEDADE MEDIADORA DE SEGUROS, UNIPESSOAL, LDA",info@slseguros.pt,
1290,513534377,"MEDIACORGA MEDIAÇÃO SEGUROS, LDA",,
1291,501178910,"PREVISEGURO - MEDIAÇÃO DE SEGUROS, LDA",cristinafilipe@previseguro.pt,www.previseguro.pt
1292,509869203,"PAULO CACHÃO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",pcachao.med-seguros@sapo.pt,
1293,500736740,"MANUEL DE JESUS FRANCISCO, LDA",isabel.santo@manueljfrancisco.com,
1294,501577653,"JOSÉ MARTA NUNES, LDA",,
1295,516480855,"MILIMUITOS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",,
1296,503325953,"MEDIEVAL SEGUROS - MEDIAÇÃO DE SEGUROS, LDA",medievalseguros@sapo.pt,
1297,516874888,"MTM BROKER, LDA",nmmoleiro@thbroker.com,thbroker.com
1298,516408232,"ALNISEG - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",joao.alcarias@gmail.com,
1299,508443598,"VIA BEST INSURANCE - MEDIAÇÃO DE SEGUROS, LDA",viabestinsurance@gmail.com,www.nacionalgest.pt
1300,514871504,"RUI SOUSA DIAS - MEDIAÇÃO DE SEGUROS, LDA",,
1301,509797040,"GABRIEL LOPES - MEDIAÇÃO DE SEGUROS, LDA",l.gabriellopes@gmail.com,
1302,514278137,"HIB - MEDIAÇÃO DE SEGUROS, LDA",geral@hib.pt,www.hib.pt
1303,515847500,"BRUVAL - MEDIAÇÃO DE SEGUROS, LDA",,
1304,517412365,"BRUNO RODRIGUES RIBEIRO, UNIPESSOAL, LDA.",brunorodrigues.ribeiro@ageas.pt,
1305,517481456,"VISION BROKER - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",visionbroker.seguros@gmail.com,
1306,508203252,"CIDSEGUROS, LDA",cidseguros@gmail.com,
1307,505510553,"JOSÉ FIGUEIREDO - SOCIEDADE DE MEDIAÇÃO SEGUROS, LDA",josefigueiredo.seguros@gmail.com,
1308,513393110,"JECUNHA SEGUROS - MEDIAÇÃO DE SEGUROS, LDA",cunhaseguros.tranquilidade@gmail.com,
1309,509665527,"MIROTO - MEDIAÇÃO DE SEGUROS, LDA",miroto.fidelidade.seguros@gmail.com,
1310,515427187,"FERNANDO PONTE FERREIRA & SANTOS - MEDIAÇÃO DE SEGUROS, LDA",feponte@sapo.pt,
1311,509904122,"TAVISEGUROS - MEDIAÇÃO, LDA",taviseguros@gmail.com,
1312,503780871,"INFORSEGUROS - MEDIAÇÃO E GESTÃO DE SEGUROS, LDA",inforseguros@mail.telepac.pt,
1313,515059030,"FILMARSEG - MEDIAÇAO SEGUROS, LDA",filipadoloresseguros@gmail.com,
1314,508306396,"ABEL TAVARES - MEDIAÇÃO DE SEGUROS, LDA",atseguros@hotmail.com,www.atseguros.pt
1315,510720951,"CARLOS & PARENTE, LDA",seguros@carlosparente.com,www.carlosparente.com
1316,513748717,"SINÓNIMO DISPONÍVEL - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1317,509761283,"SEGMEN - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",geral@segmen.pt,
1318,515997471,"CAFIMO - MEDIAÇÃO DE SEGUROS, LDA",leads@cafimo.pt,www.cafimo.pt
1319,514228458,"DANIELA NUNES - SEGUROS, LDA",daniela.nunes@solarsegura.com,
1320,514165901,"PJTL - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",pauloj.lopes121@gmail.com,
1321,509470017,"RITA MENDES - MEDIAÇÃO DE SEGUROS, LDA",,
1322,513861025,"PORTILHOS - MEDIAÇÃO DE SEGUROS, LDA",,
1323,507653157,"OLIVESEGUROS - MEDIAÇÃO DE SEGUROS, LDA",paulocachado@gmail.com,
1324,513639640,"TRANQUILAVANTAGEM - MEDIAÇÃO DE SEGUROS, LDA",clientes@tranquilidade.pt,
1325,513874607,"HN - MEDIAÇÃO DE SEGUROS, LDA",,
1326,507306120,"MANUEL SEZÕES - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",,
1327,504806963,"LEALSER - MEDIAÇÃO DE SEGUROS, LDA",lealser.mediacao@gmail.com,
1328,513509658,"C & F SANTOS - MEDIAÇÃO DE SEGUROS, LDA",carlos.jesus@gmail.com,
1329,508415578,"TERMASEGUROS - MEDIAÇÃO DE SEGUROS, LDA",,
1330,508761794,"ADRIANO CUNHA - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",adriano.c.cunha@sapo.pt,
1331,508977690,"LUÍS CALEIA DE ALMEIDA, MEDIAÇÃO DE SEGUROS, LDA",luis.almeida@laseguros.pt,
1332,517303116,"PAULO & PAULO, MEDIAÇÃO E GESTÃO DE SEGUROS, LDA",pjblopes@gmail.com,
1333,510975887,"SANDRA MONTEIRO - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",smseguros@live.com.pt,www.sandramonteiroseguros.pt
1334,513445110,"FIGMEDIA - CONSULTORES DE SEGUROS , LDA",oscar.gomes@parceiros.tranquilidade.pt,
1335,513033220,"MVM SEGUROS - MEDIAÇÃO DE SEGUROS, LDA",,www.avm.pt
1336,504991299,"RAMIRO CABRITA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",gracarobalo26@hotmail.com,
1337,514235020,"VANTAGENS & PARCERIAS - MEDIAÇÃO DE SEGUROS, LDA",joaquim.lessa@vantagenseparcerias.pt,
1338,516210920,"ELLIS INSURANCE AGENCY - MEDIAÇÃO DE SEGUROS MULTIMARCA, LDA",mark.ellis@insurance4portugal.com,
1339,509667015,"SSA - MEDIAÇÃO DE SEGUROS, LDA",fidelidadeamares@gmail.com,
1340,510228135,"SÓNIA LARANJO, UNIPESSOAL, LDA",sonialaranjo@sapo.pt,
1341,508359104,"ROBERTO AIRES - MEDIAÇÃO DE SEGUROS, LDA",roberto@robertoairesseguros.pt,
1342,513000950,"IDEALCONSULT - MEDIAÇÃO DE SEGUROS, LDA",seguros.paula.pinto@gmail.com,
1343,510404596,"LOPES & VIEIRA - MEDIAÇÃO SEGUROS, LDA",visegur@gmail.com,
1344,501051570,"ANTÓNIO OLIVEIRA DE SOUSA & FILHO, LDA",cas-alcino@mail.telepac.pt,
1345,509902596,"HSF - MEDIAÇÃO DE SEGUROS, LDA",,
1346,514758872,"THE DARK AWAY, UNIPESSOAL, LDA",geral@tdasolucoes.pt,www.tdaseguros.pt
1347,509682243,"JOÃO LARANJEIRO - MEDIAÇÃO DE SEGUROS, LDA",geral@joaolaranjeiro.com,www.joaolaranjeiro.com
1348,506526275,"ALLEXUSBELLO - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1349,510047122,"RUI PEDRO PRÓSPERO - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",rui.prospero.seguros@gmail.com,
1350,516267655,"SÓNIA SOUSA FERREIRA, UNIPESSOAL, LDA",,
1351,516440179,"NUNO MIGUEL JESUS, UNIPESSOAL, LDA",nunomiguelseguros@gmail.com,
1352,504828118,"ALMEIDA & FIGUEIREDO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",agenciadeseia@gmail.com,
1353,509859666,"CARMO GODINHO - SEGUROS, LDA",m.carmo.seguros@gmail.com,
1354,510570240,"PEDRO CALHEIROS - MEDIAÇÃO DE SEGUROS, LDA",calheirospedro@sapo.pt,
1355,516855247,"PAULO GALVÃO SILVA, UNIPESSOAL, LDA",,
1356,516228684,"SUMMIS - MEDIAÇÃO DE SEGUROS, LDA",summis.seguros@gmail.com,
1357,507682190,"FELGUISEGUROS ANTÓNIO FONSECA, UNIPESSOAL, LDA",felguiseguros@sapo.pt,
1358,507617690,"AMS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",geral@ams-seguros.pt,www.ams-seguros.pt
1359,517456397,"SEGURLINK - CONSULTORES DE SEGUROS, LDA",,
1360,505868580,"AGÊNCIA DO BOLHÃO, UNIPESSOAL, LDA",renata.silva@agenciadobolhao.pt,
1361,516199544,"FERNANDO GIL - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",segurosfernando.gil@gmail.com,
1362,514567805,"INAGIS & LOPA, LDA",inagiselopa@inagis.pt,www.inagis.pt
1363,515312835,"PARCELAS E DEGRAUS - MEDIAÇÃO DE SEGUROS, LDA",pedro.rodrigues.seguros@gmail.com,
1364,516757482,"PICO SEGURO, LDA",paulojorgesilvanunes@gmail.com,
1365,517480166,"PAULO & CATARINA CUNHA SEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",,
1366,505632730,"PROTEGE - SOCIEDADE MEDIADORA DE SEGUROS, LDA",geral@protege.com.pt,www.protege.com.pt
1367,510474829,"MCA - MEDIAÇÃO DE SEGUROS, LDA",mca-seguros@sapo.pt,
1368,511281978,"LUÍSA FERNANDEZ - SEGUROS E SERVIÇOS FINANCEIROS, UNIPESSOAL, LDA",geral@luisaseguros.pt,www.luisaseguros.pt
1369,503990361,"SEGURARTE - MEDIAÇÃO DE SEGUROS, LDA",,www.sosel.pt
1370,504025708,"MEPROS - MEDIADORES PROFISSIONAIS DE SEGUROS, LDA",mepros@mepros.pt,
1371,513346716,"CARLA PLÁCIDO - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1372,515696048,"GONZAGA - MEDIAÇÃO SEGUROS, LDA",gonzaga.seguros@sapo.pt,
1373,515844411,"MIGUEL VOLMER - MEDIAÇÃO DE SEGUROS, LDA",miguel.volmer@gmail.com,
1374,514243244,"VERA & BOTÃO - MEDIAÇÃO DE SEGUROS, LDA",anabotao.seguros@sapo.pt,
1375,514403462,"LC BY CYC, UNIPESSOAL, LDA",carla.lopes@creditoycaucion.pt,
1376,516176048,"ALEXANDRA NAVARRO, LDA",a.navarro.ib@gmail.com,
1377,510513484,"MIGUEL ALVES, MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",miguelalves.seguros@sapo.pt,
1378,500972699,"COSETRA - MEDIADORA DE SEGUROS, LDA",goncalo@cosetra.pt,www.cosetra.pt
1379,515569135,"BEST INSURANCE FOR LIFE, TELEMARKETING, LDA",sandro.magalhaes@bi4l.pt,
1380,515518956,"CONCEIÇÃO MARTINS OLIVEIRA, UNIPESSOAL, LDA",,
1381,510916201,"LEVI SEGUROS - MEDIAÇAO, LDA",leviarrepia@netcabo.pt,www.leviseguros.pt
1382,514454075,"ANTÓNIO SOUSA VINAGRE, MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",asvinagreseguros@gmail.com,
1383,508673437,"S. C. - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",geral@seguroscoelho.com,www.seguroscoelho.com
1384,516485296,"BELT - MEDIAÇÃO DE SEGUROS, LDA",mb@beltseguros.pt,
1385,503273759,"PFSVALENTE - MEDIAÇÃO SEGURA, LDA",,
1386,510493580,"RDMA - SOCIEDADE MEDIAÇÃO DE SEGUROS, LDA",romeuduartealves@sapo.pt,
1387,509356320,"JOÃO MANUEL MELO, UNIPESSOAL, LDA",jmelocreditos@gmail.com,
1388,515249378,"DECIMAL INTEGRAL - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1389,513215999,"VALTER RIBEIRO - MEDIAÇÃO SEGUROS, LDA",,www.vrseguros.com
1390,515438022,"AAS MEDIAÇÃO, LDA",aasmediacao@gmail.com,
1391,514307471,"BIRDSNEST - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",cristina.barata@birdsnest.pt,www.birdsnest.pt
1392,514409789,"FERNANDO PEDRO ANTUNES DA SILVA, LDA",fernandosilva531@gmail.com,
1393,517263866,"WHIZ CONSULTING, LDA",,
1394,508520215,"DIMENSÃO SEGUROS - GESTÃO DE SEGUROS, LDA",,www.dimensaoseguros.com
1395,516079395,"ANCHOR PARTNERS, LDA",intermediariodecredito@anchorpartners.pt,
1396,515314129,"IMAGINARY RUBRIC, LDA",,
1397,502086858,"UNÂNIME - MEDIAÇÃO DE SEGUROS, LDA",geral@unanime-seguros.pt,www.unanime-seguros.pt
1398,510510019,"J.RIBEIRO PINTO, MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",jorgepinto.seguros@gmail.com,
1399,514187280,"CAMPELO DE MAGALHÃES, UNIPESSOAL, LDA",ricardo@campelodemagalhaes.pt,campelodemagalhaes.pt
1400,502602295,"FOCH - MEDIADORA DE SEGUROS, LDA",fochseguros@gmail.com,
1401,515234532,"FERNANDO LOUREIRO SILVA, UNIPESSOAL, LDA",fernandoloureiroseguros@gmail.com,
1402,514918713,"KNOWSEG, UNIPESSOAL, LDA",geral@knowseg.pt,www.knowseg.pt
1403,508845769,"INOV INSURANCE - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",inovseguros.geral@gmail.com,
1404,515641952,"LAGE LISBOA & GONÇALVES, LDA",geral@llgseguros.pt,
1405,509959415,"JMS MEDIAÇÃO DE SEGUROS, LDA",jmoniz@jmseguros.pt,www.jmseguros.pt
1406,516227831,"JS MEDIAÇÃO DE SEGUROS, LDA",,
1407,515179191,"ALFREDO TEIXEIRA & FILHO, LDA",alfredo.teixeira.52@gmail.com,
1408,515178926,"CRISTINA FERNANDES, LDA",,
1409,505487608,"PRUMO - MEDIAÇÃO DE SEGUROS, LDA",geral@prumoseguros.com,www.prumoseguros.com
1410,516249452,"PRAESENTIA - CONSULTORES, LDA",,
1411,510206344,"EXCLUSIMED - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",,
1412,509731228,"CARLOS VÍTOR OLIVEIRA SOUSA AMORIM - MEDIAÇÃO DE SEGUROS, LDA",amorimmedseguros@gmail.com,
1413,510381634,"CRIB - SECURE CONSULTING AND MEDIATION, LDA",,
1414,509484050,"PATRICIA ALMEIDA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",patricia_al@sapo.pt,
1415,515547727,"VIA 9, LDA",via9.geral@gmail.com,
1416,508799813,"SEGUROS GONÇALVES, LDA",,www.segurosgoncalves.pt
1417,510337210,"LUTAS SEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",geral@lutasseguros.pt,
1418,502669390,"ECOSEGURO - MEDIAÇÃO E GESTÃO DE SEGUROS, LDA",geral@ecoseguro.pt,
1419,514677406,"RICARDO GONÇALVES - MEDIAÇÃO DE SEGUROS, LDA",jricardo.seguros@sapo.pt,
1420,515786306,"LEIRIRÁCIO - MEDIAÇÃO DE SEGUROS, LDA",leiriseguros@gmail.com,
1421,505977842,"ADRIANO DE FIGUEIREDO - MEDIAÇÃO DE SEGUROS, LDA",geral@afms.pt,www.afms.pt
1422,510291511,"COBERTURA SEGUROS - MEDIAÇÃO DE SEGUROS, LDA",raquel.silva@globalcobertura.pt,www.coberturaseguros.pt
1423,514191139,"MCDS - MEDIAÇÃO DE SEGUROS, LDA",,
1424,506213501,"EVA SANTOS - MEDIAÇÃO DE SEGUROS, LDA",eva.santos@agentegeral.ageas.pt,
1425,508000289,"SERVICRUZ, LDA",servicruz@sapo.pt,www.servicruz.pt
1426,508324874,"PEDROS MEDIAÇÃO DE SEGUROS, LDA",geral@pedrosseguros.pt,
1427,513949011,"MARIA JOÃO MESQUITA, LDA",mjoao.seguros@sapo.pt,
1428,509064302,"FAMISEG, MEDIAÇÃO DE SEGUROS E CONSULTADORIA, LDA",famiseg@sapo.pt,
1429,510982751,"OLIVIO RIBEIRO, SOCIEDADE UNIPESSOAL, LDA",olivio.ribeiro@sapo.pt,
1430,515184608,"RAÍZ - MEDIAÇÃO DE SEGUROS, LDA",geral@raiz-seguros.pt,
1431,510635555,"BÓNUSPALPITE SEGUROS, LDA",bonuspalpiteseguros@gmail.com,
1432,513847120,"CATARINA ROSÁRIO - CONSULTORIA, LDA",catarina.rosario@gmail.com,
1433,509240569,"PRETIBRANCO - MEDIAÇÃO DE SEGUROS, LDA",josecarvalho54.seguros@gmail.com,
1434,514761547,"VISÃO SEGURA - MEDIAÇÃO SEGUROS, LDA",segconceitos@gmail.com,www.tranquilidade.pt
1435,513849904,"JORGE CHAVES, SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",chaves.seguros@hotmail.com,
1436,513169296,"OPTIONS - MEDIAÇÃO DE SEGUROS, LDA",geral@options-seguros.pt,www.options-seguros.pt
1437,515414069,"AGÊNCIA PAULA GONÇALVES, UNIPESSOAL, LDA",pgoncalves.agencia@sapo.pt,
1438,515428736,"SIGASEGURO II, LDA",sigaseguro.fidelidade@gmail.com,
1439,513893768,"JCC SEGUROS, SOCIEDADE MEDIAÇÃO SEGUROS, LDA",jcaeiroseguros@gmail.com,
1440,515288250,"LÍLIA FRAZÃO - MEDIAÇÃO DE SEGUROS, LDA",liliafrazao2@hotmail.com,
1441,516461079,"JOSÉ MONTEIRO & BRUNO OLIVEIRA, LDA",josefernandes.bike@gmail.com,
1442,516672320,"MAV - MEDIAÇÃO DE SEGUROS, LDA",geral@mac-seguros.pt,www.mac-seguros.pt
1443,510234968,"PORTINSURANCE ALGARVE - CONSULTORES SEGUROS, LDA",vicente.domingos@portinsurancealgarve.pt,
1444,509865895,"MÁRIO CUNHA SILVA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",geral@mcsseguros.pt,www.mcsseguros.pt
1445,516250418,"CLIENTE SATISFEITO - MEDIAÇÃO DE SEGUROS, LDA",agenciacoelho@gmail.com,
1446,504916050,"JOÃO CARVALHO & FILHOS, LDA",sergiocarvalho75@gmail.com,www.seguroscarvalho.pt
1447,505688239,"F.PIMENTEL - AGENTE DE SEGUROS, LDA",,
1448,501483020,"RAINHA & RIBEIRO, LDA",rainharibeiro@mail.telepac.pt,
1449,505154277,"FREITAS - MEDIAÇÃO DE SEGUROS, LDA",seguros@equicontas.com,
1450,505498162,"J.M.- MEDIAÇÃO DE SEGUROS, LDA",jmarquesseguros@gmail.com,
1451,504619012,"LOSANGO - MEDIAÇÃO DE SEGUROS, LDA",losango.seguros@gmail.com,www.losangoseguros.pt
1452,506483690,"DELFIM PALMEIRÃO - SOCIEDADE MEDIADORA SEGUROS, LDA",delfimpalmeirao@gmail.com,
1453,503027170,"CATARINO SEGUROS - MEDIAÇÃO DE SEGUROS, LDA",geral@catarinoseguros.pt,www.catarinoseguros.pt
1454,504572768,"GONDOSEGUROS, HERCÍLIA & PEREIRA, LDA",,www.gondoseguros.pt
1455,505373645,"WINSURANCE - MEDIAÇÃO DE SEGUROS, LDA",iamsafe@winsurance.pt,www.winsurance.pt
1456,505924137,"ANTÓNIO INÁCIO - MEDIADORES DE SEGUROS, LDA",inacioseguros@gmail.com,
1457,504054082,"ILÍDIO DEZOITO - MEDIADORES DE SEGUROS, LDA",ilidio.dezoito@idseguros.com,www.dezoitoseguros.pt
1458,504761234,"MOURIMEDIA - SOCIEDADE MEDIADORA DE SEGUROS, LDA",mourimedia@gmail.com,
1459,507272340,"AVELINO PINTO SEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",geral@nortalseguros.com,www.nortalseguros.com
